Title,Rating,Votes,Duration,Genre
Downfall of the Crypto King (theatrical feature),6.2,28,90,crime
Pink Butterfly,5.7,55,109,crime
Liebling Kreuzberg 2.0,5.1,50,89,crime
A Frozen Rage,5.4,47,115,crime
A Reel Heist,5.2,58,116,crime
Mun Kaupunki,6.6,22,105,crime
Beauty Grace Malice,7.6,44,81,crime
Yurka,4.0,30,85,crime
Mina and the Radio Bandits,7.3,44,110,crime
Sharma & Ambani,9.1,184,104,crime
Yaa Devi Sarva Bhuteshu,8.7,8,119,crime
Shades of Sapphire,7.8,9,77,crime
Ata Nirjon Duporiya,8.0,10,103,crime
Real Estate Sisters,4.8,17,84,crime
Dead Name,9.0,11,84,crime
Thirsty for Likes,4.0,38,46,crime
Spending Some Time Together,6.9,28,146,crime
No Loose Ends,6.7,9,68,crime
Who Do You Trust?,3.6,40,96,crime
Bayamariya Brammai,8.8,25,88,crime
7vens Law,9.4,20,68,crime
Conviction,7.0,36,97,crime
Vrutos,8.4,9,100,crime
Netru Indha Neram,5.5,136,140,crime
Water Mafia,9.2,13,45,crime
Buenas noches,8.4,5,91,crime
Dheera Samrat,9.8,99,123,crime
Full Clip for a Snitch,3.6,19,75,crime
Give Me a Ride,5.0,16,102,crime
El Junior Del Patron,7.4,10,92,crime
Dawgz Life,8.2,12,143,crime
Slapes,6.8,31,82,crime
All Suspects,3.6,19,96,crime
So It Goes,3.3,19,77,crime
Namak,4.5,13,75,crime
Los Hijos De Camelia y Emilio,6.4,29,82,crime
Nacida Para Vengar,8.0,9,102,crime
Po du xing dong,6.8,5,79,crime
The AI Dharma Story,1.8,1100,89,crime
The Burned Hand,8.0,12,85,crime
The Kills,8.8,9,70,crime
Jimmy's Friends,7.0,11,94,crime
El Cartel De Teresa,8.0,9,96,crime
El Juego Del Poder,7.8,10,95,crime
Kenda,8.9,20,135,crime
Randa Ramphal,8.5,8,70,crime
Detroit Ransom,6.8,11,76,crime
Lealtad o Morir,8.2,9,87,crime
Der Wien-Krimi: Blind ermittelt - Tod im Palais,6.9,30,88,crime
Las Hermanas Del Cartel,8.2,5,91,crime
La Nueva Camelia,5.6,18,95,crime
Duelo De Capos,6.3,29,83,crime
Runnin' from Wolves,7.2,10,133,crime
Beautifully Broken People,8.9,9,75,crime
Cageling,5.9,8,69,crime
Mufasa: The Lion King,6.6,64000,118,family
Moana 2,6.6,102000,100,family
Flow,7.9,75000,85,family
Sonic the Hedgehog 3,6.9,60000,110,family
Paddington in Peru,6.7,21000,106,family
How to Make Millions Before Grandma Dies,8.0,15000,125,family
Transformers One,7.6,51000,104,family
Despicable Me 4,6.2,66000,94,family
The Day the Earth Blew Up: A Looney Tunes Movie,7.0,4300,91,family
Inside Out 2,7.5,217000,96,family
IF,6.4,58000,104,family
Kung Fu Panda 4,6.3,68000,94,family
Average Joe,4.3,577,100,family
The Garfield Movie,5.7,24000,101,family
My Penguin Friend,6.7,5200,97,family
Harold and the Purple Crayon,5.7,8400,90,family
Descendants: The Rise of Red,4.7,7100,91,family
Young Hearts,8.0,4800,99,family
Wallace & Gromit: Vengeance Most Fowl,7.5,35000,82,family
Spellbound,5.5,7400,109,family
The Forge,6.7,4900,124,family
Not Just a Goof,7.8,332,87,family
Hitpig,5.1,952,86,family
Piece by Piece,6.9,5500,93,family
Thelma the Unicorn,5.7,3000,93,family
Faith of Angels,5.8,233,98,family
Buffalo Kids,6.6,698,93,family
Unsung Hero,7.0,5000,113,family
Megamind vs. The Doom Syndicate,2.5,5600,83,family
Orion and the Dark,6.3,17000,93,family
Lost on a Mountain in Maine,6.1,1200,98,family
You Gotta Believe,5.8,1300,104,family
The Thundermans Return,5.0,1800,70,family
That Christmas,6.8,17000,91,family
Ultraman: Rising,6.9,6400,117,family
A Carpenter's Prayer,6.2,96,91,family
Woody Woodpecker Goes to Camp,4.5,2600,100,family
Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3900,82,family
Big World,7.3,1300,131,family
10 Lives,5.9,1900,88,family
Doraemon the Movie: Nobita's Earth Symphony,6.6,1500,115,family
Chuck Billy and the Marvelous Guava Tree,7.4,1000,90,family
200% Wolf,5.9,1300,98,family
Meiyazhagan,8.4,14000,177,family
Panda Plan,5.1,1300,99,family
The Tiger's Apprentice,5.7,2200,84,family
Bambi: A Tale of Life in the Woods,5.7,178,78,family
Panda Bear in Africa,5.5,349,84,family
Woodwalkers,5.3,440,103,family
Autumn and the Black Jaguar,5.6,1000,100,family
Crayon Shin-chan: Ora's Dinosaur Diary,6.5,363,106,family
Bibi Rajni,8.5,723,143,family
A Brother and 7 Siblings,8.6,1200,129,family
Super-Charlie,5.8,124,80,family
Runt,6.4,531,91,family
A Sloth Story,5.6,207,90,family
Mountain Boy,8.4,26,93,family
Rebellious,6.0,196,94,family
And the Breadwinner Is...,6.7,265,123,family
Ryan's World the Movie: Titan Universe Adventure,1.8,691,80,family
The Night Before Christmas in Wonderland,6.3,519,80,family
Man and Witch: The Dance of a Thousand Steps,5.5,333,94,family
Elli and the Ghostly Ghost Train,5.1,101,86,family
Noah's Ark,4.3,663,96,family
The Groomsmen: First Look,6.1,390,82,family
Savages,6.8,343,87,family
Dongeng Sang Kancil,6.7,177,99,family
2nd Miracle in Cell No. 7,7.7,246,147,family
A Sudden Case of Christmas,5.1,1100,91,family
Home Sweet Loan,8.1,946,112,family
Bila Esok Ibu Tiada,6.7,323,104,family
Der Buchspazierer,7.2,401,98,family
Fear,8.4,2800,115,family
Marry Christmas,6.7,61,85,family
Robin and the Hoods,4.3,512,100,family
Gracie and Pedro: Pets to the Rescue,5.1,276,87,family
School of Magical Animals 3,5.8,315,105,family
Return to Wickensburg,5.0,30,88,family
Big City Greens the Movie: Spacecation,6.2,545,83,family
The Neon Highway,6.0,492,113,family
Believe in Christmas,6.1,829,90,family
A Nashville Wish,5.7,93,102,family
Living Large,7.0,126,80,family
Babah,6.7,170,129,family
No Time to Spy: A Loud House Movie,6.4,450,81,family
Disaster Holiday,4.8,705,93,family
Kvitebjørn,5.9,62,85,family
Dalia y el Libro Rojo,6.5,95,107,family
Father There is Only One 4,5.2,619,90,family
The Primrose Railway Children,5.0,144,81,family
Rajkumar,7.4,2700,145,family
Like a Rolling Stone,7.7,453,106,family
Brewster's Millions: Christmas,5.6,190,100,family
Rally Caps,5.5,140,100,family
"Die Heinzels: Neue Mützen, Neue Mission",6.4,92,76,family
Kattis Gang,5.7,415,144,family
Cup,8.6,71,146,family
Rajakili,6.7,589,122,family
My Freaky Family,6.3,407,86,family
Ghost Cat Anzu,6.5,779,97,family
My Oni Girl,6.0,1800,112,family
"Maya, donne-moi un titre",6.4,54,61,family
14 Days Love,7.6,10,112,family
Going Viral,6.9,53,90,family
SuperKlaus,4.3,202,88,family
Paper Flowers,8.8,34,100,family
Juliette au printemps,6.4,262,95,family
Heartsping : Teenieping of Love,7.1,24,0,family
The Snow Sister,7.0,2100,96,family
Diplodocus,6.3,179,90,family
Guest from the Future,6.0,1200,141,family
"Love, Sitara",5.3,297,105,family
Victoria må dø,5.9,364,85,family
Gharat Ganpati,7.9,503,139,family
Si Juki the Movie: Harta Pulau Monyet,6.0,121,107,family
Storm Crashers,6.2,565,88,family
Super papa,5.2,121,90,family
The Casagrandes Movie,5.6,667,89,family
Sabari,6.5,5400,129,family
Treasure Trackers,5.8,163,92,family
The Proud Princess,6.7,113,84,family
Grrr...,4.0,815,121,family
Ole Aale,8.7,409,142,family
Singapore Saloon,6.0,1200,137,family
Luigi's Mansion,6.0,17,60,family
Børnene fra Sølvgade,7.6,98,102,family
The Lost Tiger,7.9,45,90,family
Skelly,5.5,92,85,family
Hashtag Tadev lagnam,6.5,147,118,family
Grüsse vom Mars,7.4,31,85,family
Die Chaosschwestern und Pinguin Paul,5.7,68,100,family
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,7.1,22,90,family
Bremenskie muzykanty,4.7,673,115,family
Véletlenül írtam egy könyvet,7.7,318,98,family
Nadanna Sambhavam,5.8,1400,120,family
Krispy Rishtey,6.5,70,133,family
Dedh Bigha Zameen,6.9,751,100,family
Peppa's Cinema Party,4.9,155,65,family
The Land of Morning Calm,6.2,26,113,family
Aanandhapuram Diaries,7.0,2500,115,family
Dog Days,6.7,315,120,family
Superkrachten voor je hoofd,7.3,197,92,family
Daye: Seret ahl el Daye,7.9,17,104,family
Too Old for Fairy Tales 2,4.8,403,95,family
The Big Trip 3: Race Around the World,5.6,59,85,family
Zak & Wowo: The Legend of Lendarys,5.7,98,85,family
Windcatcher,5.3,407,80,family
Niko: Beyond the Northern Lights,6.2,335,86,family
Vishesham,6.7,1400,136,family
Stinky Summer,5.6,51,90,family
Dance Rivals,6.0,71,93,family
Powder Pup,6.2,76,89,family
Bayramlik,4.8,51,114,family
The Legend of Catclaws Mountain,3.5,171,104,family
Juf Braaksel en de Geniale Ontsnapping,4.1,55,83,family
Saint Nick of Bethlehem,9.2,101,93,family
The Adventures of Jurassic Pet: Return to the Wild,5.4,65,90,family
Sunny,6.8,31,122,family
Dear Family,6.8,61,116,family
Little Emma,5.9,114,106,family
Gowri,7.4,4100,130,family
My Redneck Neighbor: Chapter 1 - The Rednecks Are Coming,5.7,9,74,family
Ghudchadi,4.2,556,113,family
The Lamb,6.8,33,85,family
Spirit of Friendship,4.3,75,85,family
Magic Beach,5.5,58,80,family
Askepote,3.5,83,72,family
Captain Avispa,5.8,178,96,family
Yolki 11,4.7,170,92,family
De Bellinga's: Pretpark op stelten,3.1,125,70,family
Luv Ki Arrange Marriage,3.9,4500,135,family
Daaru Na Peenda Hove,7.6,2300,111,family
Carol,8.3,48,115,family
LasseMajas detektivbyrå - Maskoten som försvann,6.0,60,90,family
For Prophet,5.5,105,105,family
Thookudurai,4.3,2300,125,family
Christmas Carole,4.2,92,93,family
Mansarra,7.8,21,138,family
Håkan Bråkan 2,5.4,135,92,family
Sieger Sein,6.5,182,119,family
A Holiday for Harmony,3.6,37,120,family
Joy of Horses,5.8,167,90,family
Chicken Coop,5.8,88,98,family
Domovyonok Kuzya,6.5,823,90,family
G for Gap,7.1,558,103,family
Il migliore dei mali,7.7,7,90,family
Mees Kees op eigen benen,6.1,36,82,family
Letuchiy korabl,3.8,298,100,family
DeAr,5.1,1300,132,family
Planet 7693,7.6,70,110,family
Woof Woof Daddy,6.2,44,105,family
Chithini,6.0,551,151,family
Tri kota. Zimnie kanikuly,6.5,31,65,family
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,7.0,35,71,family
Masha i Medved v kino: Park chudes,7.6,17,58,family
Dikkie Dik 2: Een Nieuwe Vriend voor Dikkie Dik,7.4,72,70,family
A Hero's Journey: The Making of Percy Jackson and the Olympians,7.4,250,50,family
Brother,6.2,2300,140,family
The Magic Penguin,3.7,28,89,family
Mr. Santa: A Christmas Extravaganza,8.4,18,98,family
Kardes Takimi,3.5,555,95,family
Wedding Diaries,8.9,2000,121,family
Vaar Tahevaar,8.0,280,127,family
A Christmas Miracle,6.0,66,88,family
Baba Yaga spasaet Novyy god,4.4,116,99,family
"Robotia, the Movie",7.7,29,86,family
Yaren Leylek,5.9,28,95,family
Bob a Bobek ve filmu: Na stope Mrkvojeda,7.5,28,80,family
CBeebies Panto: Beauty and the Beast,7.8,16,73,family
Gina,7.4,25,100,family
Ducobu passe au vert!,4.0,131,90,family
Tri bogatyrya. Ni dnya bez podviga,5.7,70,61,family
Igrisca ne damo!,7.0,27,79,family
Paagal vs Kadhal,9.0,2100,111,family
Double Tuckerr,4.9,1200,120,family
Inanimate Insanity II: The Movie,8.4,233,106,family
Little Town,6.8,11,90,family
"Akiko, der fliegende Affe",8.3,15,70,family
Vikaasaparva,8.7,541,134,family
Baii Ga,4.3,62,134,family
Uma & Haggen: Mitos,7.3,47,94,family
De Grote Sinterklaasfilm - Stampij in de bakkerij,3.0,76,75,family
Obraz,7.6,17,95,family
Dikkie Dik en de Verdwenen Knuffel,7.3,130,62,family
Amaltash,8.1,149,113,family
Tartinijev kljuc,7.8,21,115,family
Ognivo,5.5,227,105,family
Rocket Club: Across the Cosmos,8.4,19,68,family
BeBe Winans' We Three Kings,6.9,129,90,family
Padmavyuham Lo Chakradhari,7.4,1700,110,family
Mastaani,9.1,27,150,family
Nature Cat's Nature Movie Special Extraordinaire,7.3,19,53,family
The Secret of Pin-Up Island,7.4,92,107,family
The Hedgehog,6.6,676,104,family
Double Engine,5.6,115,106,family
Miracle Mile,8.8,28,82,family
Our Church Thinks We're Dating,7.5,59,102,family
Moy dikiy drug,6.5,58,100,family
Hope's Hollywood Christmas,8.9,28,90,family
Last Defenders of Monogamy,5.3,387,84,family
Al Eid Eiden,5.8,13,110,family
Oyunda Kal: Eglence Arenasi,2.6,36,92,family
Pui Pui Molcar the Movie: Molmax,7.0,9,69,family
Porch Pirates,5.0,104,107,family
Chhota Bheem and the Curse of Damyaan,4.8,2300,145,family
Laggam,8.4,5100,130,family
Idu Entha Lokavayya,6.6,7,120,family
Kaagada,8.1,14,149,family
Ne odna doma,4.1,82,79,family
Oti Uttam,5.1,203,137,family
Haydi Tut Elimi,6.9,27,113,family
De Club van Sinterklaas Film: Het Grote Sneeuwavontuur,5.8,50,79,family
Animal Tales of Christmas Magic,6.8,51,72,family
Our Christmas House,5.5,46,77,family
Titip Surat Untuk Tuhan,6.5,42,81,family
Smotri na menya!,5.7,71,120,family
Vozvrashchenie popugaya Keshi,4.2,61,93,family
Steal the Naughty List,6.4,120,90,family
Palayam PC,5.1,138,118,family
Petualangan Anak Penangkap Hantu,6.0,25,99,family
Manyunya. Priklyucheniya v derevne,5.8,121,84,family
Eine zweite Chance,8.6,45,91,family
Feather Christmas,5.2,120,94,family
My Dear Donga,5.7,160,132,family
Give You a Candy,5.4,14,134,family
Vasilisa i khraniteli vremeni,3.1,69,98,family
My Dad Is an Alien,8.0,19,96,family
Max und die wilde 7: Die Geister-Oma,6.2,46,90,family
Indonesia dari Timur,7.8,5,112,family
Manyunya. Priklyucheniya v Moskve,5.8,111,87,family
Iyunskaya polyn,8.5,6,79,family
Piraty galaktiki Barrakuda,4.5,82,92,family
Troy the Bharat Putra,5.5,31,134,family
Awesomest Christmas Ever,7.0,22,78,family
"7 dney, 7 nochey",6.4,404,98,family
Chitti - Potti,9.1,1700,150,family
Give 'Em Hell Honey!,5.6,12,94,family
Semeynyy perepolokh,4.9,60,87,family
Arne Alligator och djungelkompisarna,4.6,48,61,family
De Legende van Familie Vos,5.7,59,81,family
"Merry Birthday, Happy Christmas",4.8,114,84,family
Suvorovets 1944,5.1,9,90,family
Malyshariki. Den rozhdeniya,5.8,28,52,family
Scooped,5.2,45,84,family
Day of the Diesels,7.7,10,100,family
Klaantha,6.2,518,107,family
Lek Asavi Tar Ashi,5.5,13,143,family
Heavens: The Boy and His Robot,6.3,22,98,family
Príncipe Lu e a Lenda do Dragão,4.1,28,90,family
Vovó Ninja,5.2,21,96,family
Tarpana,9.8,16,138,family
Novogodniy ekspress,9.2,6,47,family
Once Upon a Christmas,6.8,13,115,family
LUDA,7.2,6,86,family
A Game of Two Halves,7.3,24,100,family
Tayna Chyornoy Ruki,5.7,23,84,family
The Truth: The Journey Within,7.2,8,91,family
Prinsessa Pikkiriikki,6.1,39,75,family
Novyy god v Beryozovke,7.1,99,94,family
Omar v bolshom kino,5.8,26,86,family
Chitra,8.2,6,125,family
Khelaghar Bandhte Legechi,8.0,7,100,family
Uparwala & Sons,9.2,322,126,family
Fanzo Movie,7.9,10,104,family
Udanadi Mangalyam,2.9,24,90,family
Pinnil Oral,6.0,113,127,family
V banyu!,5.2,72,99,family
Moyo sobache delo,5.3,45,77,family
Person of the Year,5.8,11,100,family
Mezhdu nami,5.1,35,93,family
A House Without a Father,6.2,34,61,family
"Heinähattu, Vilttitossu ja kana",4.9,60,77,family
Iwájú: A Day Ahead,6.8,73,71,family
Gabru Gang,8.7,214,123,family
Vindu Bhojanam,7.2,54,103,family
Perfekta: Uma Aventura da Escola de Gênios,5.8,16,92,family
Kallu Compound 1995,8.0,2000,140,family
Childhood Tales,7.4,22,63,family
Papu mame zaverni,3.6,68,106,family
Princezna na hrásku,5.6,63,80,family
SDL A Batalha Musical,7.3,42,102,family
"Poymay sobaku, esli smozhesh",3.5,36,96,family
Kazhdyy mechtaet o sobake,5.2,33,90,family
Moy lyubimyy chempion,2.4,418,95,family
Fien & Teun Circus op de Boerderij,5.6,11,77,family
Mallemogga,9.0,11,132,family
Uzhaipalar Thinam,4.3,7,122,family
Salamat Rahe Dostana Hamara (SRDH),9.3,87,60,family
Odna doma. Velikolepnaya pyatyorka,4.1,39,85,family
YA - medved,5.0,61,97,family
Nebesko,5.2,10,73,family
Mukhadrakon,5.3,18,109,family
Skazochnyy patrul. Shou prodolzhayetsya,7.2,11,65,family
The Christmas Room,6.4,52,99,family
Novogodnee chudo,5.5,14,73,family
A Christmas Reunion,4.9,11,64,family
When the World Met Miss Probinsyana,9.3,44,155,family
Haddhu Ledhu Raa,7.3,2000,112,family
Neposlushniki,4.9,96,108,family
Santa's Chimney of Secrets,4.6,23,66,family
Let's Go! Anpanman: Baikinman and Lulun,6.5,7,64,family
Appa I Love You,8.7,543,145,family
Wholesome Grove,7.0,8,99,family
Bitva pap,4.4,25,79,family
Selebryata,3.8,20,93,family
Boom!,8.3,11,90,family
Korporatsiya Morozov,5.5,30,83,family
Gyakorlat teszi a mestert,6.1,15,46,family
Iyus Jenius,9.0,7,82,family
Borjatri,8.4,6,72,family
Beyaz Zenciler: Yapim Asamasi,8.6,5,55,family
Tui Ke Amar,6.6,6,114,family
Tomari Sathe,8.0,8,54,family
I'm Still Here,8.3,105000,137,history
Small Things Like These,6.8,23000,98,history
The Count of Monte-Cristo,7.6,35000,178,history
The Apprentice,7.1,55000,122,history
Queer,6.4,21000,137,history
The Return,6.2,8700,116,history
Saturday Night,6.9,30000,109,history
September 5,7.1,24000,95,history
The Girl with the Needle,7.5,14000,123,history
The Six Triple Eight,6.7,27000,127,history
William Tell,5.7,2500,133,history
The Devil's Bath,6.6,6300,121,history
Blitz,6.2,16000,120,history
Unfrosted,5.5,35000,97,history
Reagan,6.1,11000,141,history
11 Rebels,6.3,435,155,history
Bonhoeffer: Pastor. Spy. Assassin.,6.2,3600,133,history
The Children's Train,7.4,7200,106,history
Joy,7.1,9400,115,history
Vermiglio,6.9,4100,119,history
Harvest,6.1,380,131,history
Grand Tour,6.5,1700,128,history
Before Dawn,5.4,1000,101,history
Harbin,6.3,678,108,history
Uprising,6.6,5600,126,history
Goebbels and the Führer,6.7,2200,135,history
Being Maria,6.1,613,100,history
Intoxicated by Love,8.5,13000,118,history
Waves,8.0,1700,131,history
The New Year That Never Came,8.2,5000,138,history
Maharaj,6.5,15000,131,history
Escape from Germany,5.3,981,97,history
No Chains No Masters,6.4,559,98,history
Bushido,6.9,452,129,history
Seize Them!,5.1,1200,91,history
The Flood,6.4,283,101,history
Limonov: The Ballad of Eddie,6.0,807,138,history
"From Hilde, with Love",7.0,935,125,history
Chhava,8.5,2200,51,history
Golden Kamuy,6.3,2600,127,history
Louise Violet,6.6,218,108,history
Shirley,6.2,3300,117,history
In Her Place,6.2,1500,96,history
The Damned,5.4,871,89,history
Bibi Rajni,8.5,723,143,history
Quisling: The Final Days,7.1,1100,146,history
Chandu Champion,7.8,34000,142,history
The Last Front,5.5,615,98,history
Witch,4.9,1400,107,history
Maidaan,7.9,23000,181,history
Gloria!,6.6,995,106,history
Thangalaan,6.6,6600,156,history
The Commandant's Shadow,7.3,1100,103,history
"Love, Courage and the Battle of Bushy Run",5.0,183,113,history
Witches,7.4,1200,90,history
Unsinkable,5.8,141,100,history
The Ballad of Davy Crockett,4.6,248,96,history
Einstein and the Bomb,6.2,4000,76,history
Atatürk II: 1881-1919,8.9,2100,141,history
Kingdom 4: Return of the Great General,7.1,1300,145,history
Janis Ian: Breaking Silence,8.1,58,114,history
Apollo 13: Survival,7.3,2400,98,history
Operation Undead,4.7,409,110,history
Conquer: Lahad Datu,6.6,520,120,history
The Great Ambition,7.2,721,123,history
Kupu-Kupu Kertas,6.5,194,113,history
Shivrayancha Chhava,7.1,415,80,history
Warrior Awang and Master Tok Gajah,4.6,476,118,history
Color of Victory,6.1,40000,157,history
Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,8.1,661,174,history
Ka Whawhai Tonu,7.3,179,115,history
Six Days in August,6.3,124,120,history
Gladiators,4.8,67,95,history
Never Alone,7.2,427,85,history
Battlefield,6.2,678,104,history
Razakar: The Silent Genocide of Hyderabad,7.4,5300,166,history
Taghiev: Oil,9.2,72,120,history
The Kingdom,7.7,93,133,history
Meeting with Pol Pot,6.4,386,112,history
House of Ga'a,3.9,489,119,history
Apocalypse in the Tropics,7.5,94,110,history
America's Burning,5.8,97,83,history
Something to Stand for with Mike Rowe,8.7,289,96,history
Ae Watan Mere Watan,4.7,1400,133,history
Die Ermittlung: Oratorium in 11 Gesängen,7.6,164,241,history
Lula,5.6,186,90,history
Vindication Swim,6.0,210,98,history
Kasoombo,8.2,634,156,history
Ahl Al Kahf,5.3,266,120,history
The Volunteers: The Battle of Life and Death,6.2,233,144,history
ABBA: Against the Odds,7.4,416,90,history
Silver Star,7.1,16,102,history
Jorge da Capadócia,6.4,134,119,history
Sucha Soorma,6.4,918,136,history
Blood'less' Revolution,6.7,289,103,history
Red Poppies,4.7,300,122,history
From Darkness to Light,7.4,175,108,history
Gangs of Godavari,5.0,909,165,history
The Shadow,6.5,265,90,history
Panjab Files,8.2,20,117,history
Gadera,5.1,50,108,history
Landesverräter,5.9,104,112,history
Bir Cumhuriyet Sarkisi,7.7,387,128,history
Housewife of the Year,7.5,52,81,history
Ennio Doris - C'è anche domani,5.2,102,90,history
Mysteries of the Terracotta Warriors,6.7,1600,77,history
Patrice: The Movie,8.3,229,102,history
Death Game,6.3,24,88,history
Memoir Seorang Guru,7.1,125,120,history
"Carville: Winning Is Everything, Stupid",7.2,269,98,history
Boat,5.4,1000,126,history
Lisabi: The Uprising,6.1,125,107,history
Sadik Ahmet,7.7,414,125,history
Bardejov,4.8,177,85,history
Mustafa,6.9,73,75,history
The Embers,6.3,104,162,history
This Is the Goat!,5.3,287,100,history
Accident or Conspiracy: Godhra,7.4,783,133,history
Simona Kossak,6.1,323,100,history
Yatra 2,6.3,9700,132,history
Komandir,6.4,523,131,history
Quo Vadis,6.6,508,90,history
Vremya vernutsya,6.9,15,100,history
Yakamoz,6.5,16,96,history
Six Nine Five (695),7.1,705,137,history
Obraz,7.6,17,95,history
Hakkenden,5.8,76,149,history
Chernyy zamok,7.9,19,115,history
Bach - Ein Weihnachtswunder,6.2,168,89,history
Solos en la noche,5.8,98,88,history
Hope of Escape,7.7,41,91,history
Aquarius,6.6,21,75,history
"True Chronicles of the Blida Joinville Psychiatric Hospital in the Last Century, when Dr Frantz Fanon Was Head of the Fifth Ward between 1953 and 1956",7.2,29,90,history
Village of Death: Oradour-sur-Glane 1944,7.8,15,58,history
"Zeme, kas dzied",6.4,76,150,history
Who Killed Lawrence of Arabia?,6.5,32,100,history
Zhi Ci Qing Lv,6.7,49,89,history
Giannis in the Cities,6.8,25,90,history
Cândido,6.3,61,99,history
Powstaniec 1863,5.4,139,115,history
Wilhelm Gustloff,8.7,8,110,history
Cinta Dari Timor,5.3,23,82,history
Bloodspawn,5.7,12,76,history
I am Al Ittihad,4.9,228,90,history
Ray of Hope,7.0,10,105,history
Operation Star,7.7,24,102,history
Atomic People,8.3,105,90,history
Sragaal,8.4,19,140,history
Manyunya. Priklyucheniya v derevne,5.8,121,84,history
Ett hjärta är alltid rött,7.1,395,103,history
Guadalupe: Mother of Humanity,7.1,39,102,history
Meet the Roman Emperor with Mary Beard,7.7,45,59,history
Le choix du pianiste,5.8,12,106,history
The Fall of 2008,7.7,11,61,history
Manyunya. Priklyucheniya v Moskve,5.8,111,87,history
Iyunskaya polyn,8.5,6,79,history
Myall Creek Day of Justice,6.4,17,78,history
Ecce Homo Brâncoveanu,7.0,165,92,history
Bröderna Andersson,7.2,99,84,history
All or Nothin',8.0,32,95,history
Ainda Somos os Mesmos,5.8,45,90,history
Lafran,8.2,15,99,history
Lulu in Turin,8.5,6,76,history
Tayna Chyornoy Ruki,5.7,23,84,history
Paul Anka: His Way,7.3,11,100,history
Drama 1882,9.2,19,45,history
Pol Pot Dancing,7.1,14,102,history
The Birth of Korea,4.9,130,101,history
North Korea: Dark Secrets,5.8,81,79,history
Churchill's Forgotten War,7.8,12,47,history
"Colón ADN, su verdadero origen",6.4,51,106,history
Nebesko,5.2,10,73,history
Ek Chilte Jol,9.3,12,119,history
Pirates & Slaves,5.8,6,53,history
The Man Outside,7.6,11,70,history
Last Flamingo of the Red Summer Sunset,8.8,13,80,history
Azerbaijan Atabeyler,7.6,5,100,history
Silence in Sikeston,7.0,14,56,history
Xun zhao tang de zhang,7.8,16,93,history
Die Mutigen 56 - Deutschlands längster Streik,6.6,10,90,history
C'era una volta il Derby Club,7.4,17,90,history
Los indomables,6.5,9,106,history
Sinhabahu,6.5,86,112,history
Krigsvarsleren,7.8,8,55,history
Piri Reis: The Incredible Chart,6.9,22,138,history
Triumf,7.3,9,113,history
On Moral Grounds,8.4,7,74,history
"Georges Pompidou, la cruauté du pouvoir",6.5,7,104,history
Fast Track: Taking on the Speedway,9.5,9,35,history
The Canal Map of Britain,6.8,10,59,history
